100 500
85 19 6
35 88 7
7 22 3
89 67 5
29 74 7
3 78 8
69 63 5
15 34 7
3 66 7
92 51 7
35 10 5
19 51 7
83 86 6
49 57 6
37 60 1
85 76 10
83 87 6
59 45 10
23 1 5
5 36 7
45 40 2
41 73 5
21 35 10
82 72 3
98 91 3
97 74 6
18 65 9
54 76 4
70 99 10
70 85 4
10 44 7
88 77 2
23 52 9
87 46 4
23 88 5
24 42 10
75 36 1
28 68 1
73 38 10
58 88 5
47 26 8
79 10 9
55 72 7
93 89 4
84 3 10
92 27 10
8 96 7
0 77 9
36 2 5
27 56 5
14 39 8
38 68 10
51 53 5
92 61 6
67 47 5
81 1 6
33 13 10
39 47 10
85 24 1
26 53 3
96 33 3
19 84 8
93 40 10
54 98 1
90 17 9
91 11 8
74 28 7
1 42 8
19 43 8
62 22 7
8 93 8
8 86 2
37 16 10
81 13 6
59 22 7
25 61 3
83 14 10
83 6 3
82 90 9
67 52 3
20 12 4
73 52 4
38 33 1
8 39 8
1 20 4
99 45 7
77 11 6
88 94 8
1 76 6
60 34 10
93 9 9
21 1 10
55 7 1
72 6 2
25 55 7
73 47 2
35 76 3
66 16 7
85 87 2
61 88 1
21 81 1
44 21 1
97 19 8
66 46 1
50 15 8
64 97 2
44 12 3
63 42 4
9 30 3
72 13 8
42 84 5
99 66 3
20 2 2
57 66 7
70 38 9
24 51 2
20 90 1
20 66 10
1 24 2
59 91 1
79 37 7
54 71 4
80 93 10
45 2 2
75 70 1
7 59 3
