200 7500
57 50 6
84 44 5
101 80 5
128 150 3
135 171 8
0 109 10
0 67 8
20 11 10
189 137 1
139 21 10
196 170 4
67 95 4
113 100 2
148 76 7
176 85 10
140 163 8
93 133 7
102 144 8
85 163 5
193 54 9
180 46 5
127 65 2
182 48 4
122 52 8
172 189 7
189 119 1
94 174 6
196 120 10
109 157 7
54 164 5
20 7 3
184 128 4
156 137 7
157 189 3
175 161 2
61 150 1
25 183 7
91 179 9
70 31 8
93 37 1
103 57 4
52 121 2
81 171 9
157 71 4
20 46 9
103 59 4
152 91 7
172 0 2
81 118 9
14 23 2
112 129 1
31 181 7
169 148 8
19 0 7
119 28 5
29 125 7
40 19 2
132 134 8
130 101 10
168 181 6
14 194 3
166 85 8
86 116 4
178 106 8
132 13 6
79 32 8
33 17 3
108 133 5
1 3 6
164 44 6
57 190 6
41 140 1
90 13 6
82 105 10
183 173 1
11 154 5
134 169 4
36 19 4
35 182 1
144 137 9
63 168 3
128 112 10
53 178 7
98 60 2
143 86 1
153 173 10
195 161 1
85 123 3
46 138 1
126 197 10
95 12 9
179 117 5
192 122 3
194 176 8
27 119 10
126 24 9
117 77 6
57 134 3
3 132 8
126 199 7
139 94 9
173 115 6
173 132 8
88 78 10
159 96 9
196 74 9
60 57 5
37 114 7
109 140 10
188 66 5
8 127 7
159 61 2
50 14 4
38 146 7
93 105 1
162 195 9
2 65 2
4 194 6
165 2 2
154 142 8
94 57 6
168 32 5
19 66 1
55 28 8
93 122 1
55 40 7
181 194 8
50 189 3
5 24 9
109 118 9
74 72 4
73 56 8
11 163 1
142 156 3
103 47 5
121 35 4
123 11 5
125 3 5
81 64 7
21 10 7
123 22 3
50 59 8
62 95 7
93 98 6
113 136 7
160 9 10
27 114 10
187 191 7
171 72 3
73 188 7
199 137 7
179 87 1
194 158 10
34 183 9
138 178 5
68 18 10
185 39 1
148 196 8
134 129 9
152 192 5
75 105 8
33 164 9
77 39 5
149 195 2
71 105 1
143 11 1
118 43 9
170 153 1
70 28 7
98 124 9
66 49 3
103 25 3
137 146 6
162 3 6
131 22 5
87 83 3
36 26 4
176 52 9
112 18 5
6 68 4
37 134 1
111 17 10
175 111 5
9 25 8
50 156 7
118 108 4
34 176 4
143 0 3
82 112 3
160 133 4
135 152 8
128 7 6
121 114 3
63 173 10
35 175 6
67 12 2
44 198 8
124 150 6
96 68 5
50 28 10
145 124 4
163 44 1
98 117 9
174 63 1
173 28 10
116 153 10
8 149 7
29 25 3
39 129 7
75 130 5
174 27 1
71 106 1
121 156 1
131 118 2
23 43 6
153 168 9
164 128 10
174 149 2
34 90 3
122 83 5
19 39 1
79 168 3
152 159 4
30 67 10
179 90 10
108 137 8
68 44 6
151 70 1
142 153 2
141 173 1
41 114 5
160 18 3
21 12 10
84 105 8
103 197 8
126 31 8
13 134 6
196 1 1
159 106 1
183 191 9
54 188 1
17 152 8
101 128 10
4 76 3
0 24 6
156 113 4
116 130 9
49 10 9
194 32 5
56 49 8
106 47 4
134 155 8
130 111 2
188 185 10
189 164 9
24 80 4
116 21 4
54 13 6
80 181 2
35 75 1
10 115 4
5 10 3
72 168 1
158 20 8
77 79 2
100 55 7
53 139 10
24 133 5
91 22 4
106 39 4
6 199 5
155 42 1
140 30 3
34 108 9
175 8 6
7 108 3
61 113 7
112 159 2
33 2 8
122 144 1
47 138 4
96 17 8
192 91 7
47 77 1
43 13 9
1 194 3
5 193 4
81 105 1
165 158 5
62 23 1
119 26 3
138 118 9
46 101 2
158 143 7
55 190 1
111 138 10
173 105 9
111 140 10
184 131 7
126 36 1
161 98 8
31 52 5
182 80 5
187 161 8
73 80 5
13 57 7
98 84 2
199 62 1
90 170 4
44 4 8
0 43 4
31 174 7
113 149 5
153 112 6
191 78 4
97 113 4
135 194 6
24 43 6
44 133 8
115 159 3
10 89 10
176 119 1
92 150 2
154 41 8
23 158 8
10 179 7
37 192 4
125 107 9
13 106 6
150 130 5
66 112 2
65 156 2
197 2 1
76 30 3
5 174 10
92 136 3
16 158 5
39 33 3
91 198 9
75 125 9
130 142 7
13 55 10
115 12 2
79 169 2
136 196 7
43 84 9
139 182 10
53 175 4
61 0 4
139 132 5
129 34 8
18 10 7
109 105 5
18 175 1
195 63 9
167 68 3
29 198 5
190 3 5
37 7 3
121 146 7
119 18 2
112 60 8
65 97 7
27 181 4
169 72 8
65 18 4
182 1 6
72 114 10
52 97 5
185 24 3
41 104 1
72 40 3
135 143 6
106 161 1
115 56 8
118 166 4
110 32 3
143 192 9
62 38 5
5 17 5
17 184 2
198 129 9
23 187 6
142 111 5
35 19 5
102 157 7
56 43 5
89 71 6
25 0 10
63 43 4
38 22 6
21 24 5
99 190 9
129 152 4
145 61 7
43 85 5
119 107 10
51 66 5
127 41 3
10 153 2
107 133 7
140 142 3
83 43 1
57 162 7
148 184 7
136 193 7
167 97 1
184 18 9
144 180 6
166 170 5
86 30 7
114 53 10
75 44 1
141 80 8
11 171 9
195 165 4
41 107 1
190 77 3
183 187 4
83 147 6
89 52 2
192 79 6
150 172 9
192 65 6
170 27 9
3 28 2
124 10 1
24 58 3
1 55 10
148 158 2
38 1 6
125 184 1
36 86 1
18 78 7
125 48 4
102 194 6
197 118 7
90 94 9
150 132 5
147 16 7
86 6 7
29 129 1
3 102 9
60 116 6
108 18 6
41 132 10
126 167 6
46 9 3
149 89 9
159 21 5
109 65 2
3 37 1
81 40 9
60 68 6
75 8 2
110 1 4
32 84 1
167 162 1
81 35 10
137 76 7
130 72 9
131 21 6
71 149 10
66 87 9
25 36 1
166 122 9
9 154 5
103 70 5
167 151 9
49 23 7
43 141 9
17 24 1
182 47 2
150 113 3
110 158 7
114 56 3
4 95 8
162 183 2
73 32 1
149 183 4
45 61 1
140 170 9
50 161 9
187 111 4
33 49 7
193 135 5
79 188 3
180 174 10
79 47 8
2 52 4
139 184 3
178 4 9
16 42 4
48 29 3
40 52 10
170 197 10
140 76 2
116 143 8
91 136 4
105 158 8
112 58 10
68 80 2
146 96 8
42 39 7
152 1 2
47 61 9
118 184 6
191 75 10
138 116 9
6 180 5
181 155 7
189 141 9
183 93 10
87 92 4
119 174 4
134 174 3
85 12 6
135 30 4
127 68 9
161 49 8
88 131 5
63 106 6
60 134 10
19 47 6
18 118 5
71 52 9
106 137 3
9 15 6
92 112 2
64 88 1
17 176 6
21 191 9
173 51 1
84 35 8
47 195 10
65 85 6
154 48 6
113 4 7
48 37 7
88 28 9
59 192 6
67 19 6
4 56 2
31 66 9
6 125 8
165 79 2
136 82 7
164 34 6
184 174 2
180 154 4
110 75 5
5 23 4
189 69 9
130 95 1
71 111 4
6 54 2
6 37 9
77 84 1
120 152 5
162 42 5
176 1 6
12 58 1
152 185 8
198 40 6
25 14 10
70 132 5
24 110 9
56 33 3
123 0 6
137 72 5
172 12 8
42 84 1
56 82 9
29 66 1
148 44 6
131 68 2
145 76 2
191 151 10
175 22 10
92 111 6
167 61 1
148 181 7
122 11 2
0 18 8
4 157 8
91 95 3
79 13 8
108 112 5
71 193 6
17 93 6
164 29 9
171 181 2
124 23 7
73 97 5
197 108 8
134 158 8
71 59 9
63 129 9
65 106 4
75 182 7
182 66 8
46 37 5
13 113 7
133 110 8
25 50 6
160 184 4
65 87 7
162 150 8
186 142 8
98 181 8
188 199 10
136 45 3
184 23 10
6 140 9
51 74 3
128 34 9
79 88 6
47 174 9
90 160 5
82 110 10
47 131 5
161 5 8
141 27 9
129 167 10
159 86 2
53 193 8
62 3 10
122 3 1
112 121 7
83 113 10
19 22 5
85 129 7
81 130 1
198 37 2
45 170 4
65 73 10
116 48 4
162 121 6
150 86 9
106 182 9
96 151 6
74 118 5
118 125 8
180 128 5
183 185 6
60 162 2
100 46 9
86 132 6
55 14 4
83 140 4
115 3 3
64 129 4
162 38 3
72 142 9
60 123 9
127 174 7
45 174 7
115 136 3
135 26 6
39 111 9
85 136 10
190 22 2
140 50 8
1 138 2
97 74 4
35 71 8
73 186 1
21 156 4
147 69 5
82 30 2
140 64 6
34 126 5
73 191 9
83 38 10
30 87 8
69 148 7
134 75 5
118 99 8
140 8 1
61 100 7
79 66 7
119 100 4
139 183 4
139 50 8
7 143 10
71 13 6
123 73 10
193 60 6
79 181 1
39 138 3
47 56 4
188 102 7
23 168 5
95 107 3
131 125 8
128 146 9
33 179 2
62 34 1
48 155 6
16 141 3
84 140 1
17 80 7
197 143 1
93 67 3
9 136 6
71 192 8
125 98 6
53 36 10
123 188 6
188 28 9
152 136 1
188 81 7
143 18 5
57 123 4
87 143 2
56 128 4
4 53 6
133 48 7
20 171 7
23 56 8
133 88 4
145 37 4
64 116 10
8 141 8
83 11 9
14 181 5
49 63 10
95 178 9
25 107 6
153 164 8
194 40 1
190 105 4
143 127 8
10 87 5
57 52 6
19 38 2
195 20 1
157 133 2
119 92 9
138 187 3
148 106 5
198 164 5
11 189 2
8 27 2
128 3 10
18 64 3
73 122 9
53 169 10
184 198 6
103 160 9
59 10 7
39 75 2
28 84 7
9 146 3
161 24 6
12 97 10
19 31 3
102 120 3
52 148 2
139 187 3
62 64 7
125 156 7
167 44 9
62 81 8
88 71 10
140 189 3
9 179 7
179 171 5
154 73 7
199 164 3
117 61 5
107 136 2
199 46 4
11 16 1
198 128 4
192 180 8
26 38 3
33 63 9
131 186 4
33 154 1
190 187 5
57 27 1
188 38 3
130 87 2
81 109 10
73 0 6
102 15 9
190 116 8
159 92 2
133 82 7
192 23 8
82 13 5
35 83 8
188 47 1
65 14 8
23 87 6
164 141 1
42 58 10
97 169 2
50 155 10
125 11 7
56 93 4
160 80 7
15 108 9
29 148 1
1 125 9
126 39 2
27 167 10
60 79 8
1 81 5
108 44 6
142 69 5
189 67 8
11 175 8
123 194 6
34 195 1
63 139 10
133 79 1
198 122 10
36 182 3
163 124 4
69 113 3
104 102 4
104 16 7
147 30 6
76 74 10
5 59 3
186 56 8
198 54 2
24 42 8
42 121 8
57 199 5
7 145 8
39 159 8
77 67 10
168 143 8
168 100 5
164 77 4
182 169 6
87 145 9
199 103 2
0 160 5
97 86 7
156 77 2
129 94 5
109 42 5
173 99 10
50 78 1
146 171 8
185 38 1
92 113 5
24 69 4
181 50 10
186 130 6
57 9 9
105 66 10
38 97 3
195 147 3
35 49 9
76 34 5
36 106 6
90 118 7
69 90 3
94 152 7
56 161 4
48 1 10
189 57 3
35 4 2
159 9 5
67 2 6
111 190 4
120 177 3
76 92 1
174 59 5
38 3 2
163 93 3
31 82 1
7 47 9
135 158 5
127 16 9
12 143 5
12 32 10
2 60 7
38 105 6
122 115 3
53 57 8
106 88 10
74 119 1
50 194 7
48 118 7
140 154 3
3 142 1
34 104 5
18 106 6
59 68 2
151 118 1
28 24 3
193 50 4
43 48 7
130 191 5
192 99 9
42 96 2
92 53 2
25 177 5
120 73 9
23 170 9
121 107 1
167 114 1
199 82 8
35 8 2
87 41 5
42 163 10
10 110 1
84 173 10
158 150 5
5 14 2
105 95 10
198 2 2
139 79 6
25 66 7
90 86 8
20 128 5
103 110 4
56 174 7
95 36 9
168 69 7
118 19 1
89 138 1
143 163 9
161 34 1
24 34 4
46 60 6
127 52 7
73 15 8
14 147 4
118 21 7
116 139 9
77 41 3
131 136 7
73 23 1
4 47 7
95 45 7
36 109 7
142 182 1
193 148 4
84 179 1
75 47 9
81 124 8
197 7 4
151 71 1
119 181 6
82 162 3
176 198 2
27 117 1
142 13 2
144 138 4
184 171 8
177 26 4
74 62 9
98 105 4
169 139 2
53 103 7
3 34 4
92 108 5
11 84 5
126 157 4
148 180 6
155 65 6
5 77 1
56 24 2
53 78 10
196 186 10
70 110 6
95 38 6
154 75 1
102 128 5
155 8 4
101 197 1
120 189 7
51 6 3
147 2 1
46 34 7
172 84 3
107 69 5
157 114 2
109 41 8
118 60 7
44 132 10
123 128 1
15 181 9
98 183 10
36 180 10
184 121 2
118 158 8
25 76 8
193 64 3
195 180 4
62 105 6
134 167 9
121 131 6
142 167 10
169 31 8
94 135 8
141 112 4
26 76 8
48 69 6
75 184 10
182 46 8
159 141 9
107 34 4
120 92 3
104 187 6
87 90 7
60 65 9
126 18 1
47 170 4
188 45 2
53 185 6
94 96 1
80 3 1
173 134 3
92 165 3
176 105 4
12 183 2
28 64 5
175 124 8
106 128 4
44 82 8
66 125 10
137 50 2
193 158 10
5 198 3
175 131 8
153 95 6
170 164 8
8 189 7
39 122 3
174 188 6
133 197 5
190 133 7
153 138 3
131 144 10
195 191 6
124 69 4
117 130 3
177 122 7
139 83 7
50 91 2
21 33 9
189 91 6
47 13 9
94 118 7
29 183 4
160 189 1
175 97 3
86 122 4
51 76 2
20 49 3
154 19 10
4 172 7
192 126 6
12 132 7
89 172 9
127 36 8
34 112 6
76 115 4
199 153 2
3 8 3
150 44 3
66 24 2
174 135 10
186 14 10
197 12 6
105 169 1
90 196 2
167 49 10
43 199 4
129 172 6
150 190 10
39 55 3
165 69 3
2 137 4
90 80 5
158 82 4
5 172 6
90 43 1
60 186 5
13 88 7
14 88 6
80 43 8
171 51 7
22 9 9
98 167 9
129 19 2
88 61 5
192 129 4
5 175 4
178 161 10
199 158 7
108 81 9
56 141 8
164 157 4
93 20 1
50 116 8
46 76 9
145 45 9
146 193 4
58 33 7
113 34 1
50 151 4
10 159 9
109 4 2
32 159 6
112 91 4
66 3 2
186 13 5
137 45 10
106 125 6
156 73 7
162 165 7
100 144 1
186 129 2
109 193 3
91 121 4
146 50 9
195 60 1
99 134 8
60 192 7
120 148 8
146 62 1
156 143 10
199 96 8
65 43 4
105 160 2
121 155 4
85 33 6
193 155 2
107 21 9
85 134 3
93 26 6
136 171 9
108 76 6
34 98 3
9 93 3
94 172 7
89 182 10
27 127 7
100 62 1
118 71 7
107 169 7
78 15 6
49 164 7
76 118 3
158 109 10
161 3 10
71 156 8
196 71 5
172 68 4
194 127 8
31 196 10
122 79 8
78 59 9
155 150 8
23 27 6
0 17 10
57 54 10
120 198 6
176 47 2
64 16 2
154 55 8
37 25 7
129 107 8
50 82 5
33 130 3
36 73 9
189 145 9
189 40 2
62 144 4
13 177 9
163 71 2
18 140 1
34 69 4
121 177 2
190 38 3
164 59 6
124 0 4
166 107 6
50 3 10
55 58 3
65 95 8
104 125 8
191 98 9
6 19 6
178 19 8
76 193 9
189 117 4
26 40 7
143 38 5
128 155 3
145 123 8
110 134 10
0 149 2
191 79 3
113 197 1
29 56 4
86 25 6
193 118 4
27 47 10
59 81 5
183 121 10
23 183 1
174 8 6
145 151 1
126 10 6
134 58 6
185 28 7
113 165 8
84 110 9
179 188 10
73 171 9
9 102 3
25 111 3
154 56 4
6 134 9
103 0 9
160 72 7
12 149 9
104 159 7
115 64 9
192 25 5
180 50 6
96 152 3
109 90 9
45 13 2
19 84 10
66 149 5
136 81 1
71 158 5
131 70 10
87 188 7
145 33 6
72 187 8
93 175 4
53 137 7
181 72 10
36 199 4
191 139 5
124 76 1
153 115 5
81 170 9
53 93 4
100 20 5
89 56 4
128 109 7
161 42 10
164 27 3
97 170 8
155 2 8
184 199 9
82 89 4
110 106 3
115 194 3
67 143 9
102 14 2
103 101 1
128 31 4
46 80 10
120 182 2
13 198 3
66 132 6
121 13 2
167 102 5
41 130 4
71 27 5
147 155 6
4 100 5
19 172 9
148 111 1
69 119 3
90 192 4
152 89 5
88 9 5
127 29 9
19 158 7
173 20 6
135 24 8
17 34 4
83 66 2
163 45 5
3 152 8
165 0 1
73 167 9
197 62 4
47 150 2
107 11 2
144 42 2
82 171 1
99 86 8
174 130 10
181 111 2
40 10 10
137 4 8
144 51 6
123 104 9
174 79 5
4 96 8
163 39 10
32 145 2
122 95 8
109 16 10
138 128 2
18 51 4
120 186 7
126 86 6
18 77 4
51 2 2
46 69 5
71 53 2
47 86 1
56 72 3
177 158 5
49 69 9
39 124 9
109 198 9
134 32 8
129 83 1
30 23 7
154 22 3
154 87 3
94 138 10
2 139 7
184 91 9
84 48 5
170 114 2
124 24 9
124 70 9
193 199 7
39 153 7
63 47 8
155 95 3
176 102 8
176 10 5
196 11 7
187 7 2
106 117 2
140 55 10
83 0 1
51 39 10
143 140 9
179 68 7
142 53 5
115 191 2
133 196 6
8 146 3
189 29 9
169 136 5
189 85 7
183 88 1
115 145 7
143 14 8
131 165 7
92 98 4
17 35 7
140 14 1
107 124 2
103 126 7
101 109 6
8 138 8
19 179 5
165 31 6
91 77 6
1 60 4
109 47 8
44 159 2
133 58 1
114 34 10
190 165 6
25 64 5
109 96 3
5 131 4
151 22 3
184 25 2
59 134 7
49 169 4
74 54 9
49 60 7
104 118 6
119 144 3
135 165 1
121 17 6
136 168 2
65 16 5
78 66 6
42 159 1
18 40 5
184 152 5
142 33 9
36 71 7
34 144 8
101 1 8
6 136 4
88 190 2
93 62 5
177 28 3
7 10 5
151 185 4
182 121 9
166 115 8
176 147 1
17 2 10
138 196 4
30 156 8
75 194 8
14 123 5
88 139 9
182 60 6
85 42 7
102 151 6
173 87 5
76 71 5
107 195 6
52 159 8
68 145 1
104 33 10
130 15 3
116 121 3
154 25 4
98 144 2
144 10 3
103 10 8
86 130 9
177 150 6
96 194 3
57 145 10
89 171 9
20 123 4
185 73 3
24 70 3
24 125 1
192 136 1
155 89 8
29 88 2
0 40 3
4 106 6
23 31 5
94 45 6
71 63 10
83 48 5
76 104 9
48 197 4
81 32 9
93 32 7
23 12 3
54 11 9
160 117 8
141 71 7
92 48 5
51 174 1
135 98 5
159 22 6
125 71 8
10 0 6
104 146 7
96 14 7
82 107 4
86 176 8
66 69 6
50 105 6
22 93 3
143 114 7
32 28 8
111 182 8
6 122 4
73 9 6
156 119 1
87 110 1
83 160 4
86 10 9
156 169 3
93 168 1
106 135 2
162 169 2
195 171 7
53 164 7
175 47 8
94 76 5
160 162 3
127 61 6
155 80 7
104 65 8
145 20 10
110 102 8
18 141 6
45 25 4
64 69 8
182 10 2
110 137 9
150 4 2
26 60 1
41 5 3
136 18 2
82 156 10
191 177 2
52 116 7
125 100 8
130 118 2
124 154 6
15 116 10
54 59 2
173 155 7
49 102 10
14 41 2
4 82 4
73 17 10
15 141 1
90 113 3
96 60 3
103 182 8
130 47 4
73 35 9
100 79 6
173 64 3
132 191 8
142 161 2
156 183 9
176 80 3
58 35 7
153 83 6
30 181 7
133 33 4
178 51 1
32 65 6
179 107 5
35 160 4
153 184 7
75 174 4
108 127 7
15 136 8
132 45 2
57 181 7
71 199 1
177 131 2
197 135 10
92 27 6
16 6 4
168 158 9
113 158 10
51 163 9
32 198 1
115 112 2
54 149 7
0 126 6
17 75 9
97 31 10
164 194 7
121 49 1
90 52 5
40 12 3
52 112 9
31 106 9
75 190 5
25 98 9
79 147 2
67 17 10
109 14 8
55 93 7
176 135 3
52 175 10
14 69 8
119 196 10
153 32 6
113 191 4
139 160 3
109 93 2
154 16 10
2 78 5
146 98 10
23 189 9
104 36 7
121 180 4
157 159 10
97 53 10
28 7 10
51 187 2
100 172 10
91 8 1
100 65 4
184 157 7
71 0 6
127 131 7
138 68 10
83 161 7
123 158 6
18 38 1
70 162 9
75 195 1
149 76 1
175 155 7
97 93 9
176 106 4
175 136 7
89 16 2
46 10 8
50 148 1
137 73 6
172 17 2
16 90 2
168 61 7
117 103 8
14 42 7
99 6 8
71 69 3
98 145 2
57 138 4
128 30 7
147 135 4
60 50 3
22 16 8
14 93 4
119 104 4
172 127 9
85 19 1
24 153 3
196 25 1
116 76 5
82 73 3
112 51 3
157 179 7
132 193 2
83 175 9
56 99 4
107 64 4
7 97 3
101 185 1
41 24 3
71 181 2
1 142 5
125 42 10
92 65 6
147 72 1
199 131 8
113 30 6
97 32 5
132 39 1
78 177 7
61 176 9
147 9 6
151 164 4
54 63 9
155 84 5
74 154 2
11 19 1
154 122 3
137 38 10
153 180 5
27 129 6
53 20 1
118 137 7
123 21 5
105 153 7
41 190 10
157 155 4
57 92 6
196 3 4
121 33 1
74 86 6
36 23 7
105 96 5
13 21 10
90 163 5
98 176 8
169 81 2
27 86 2
98 159 3
97 115 5
132 169 1
44 127 5
164 140 2
145 120 6
195 69 4
10 81 6
117 88 6
135 61 4
112 94 9
34 189 5
174 108 1
9 195 5
25 97 2
144 189 9
191 58 2
148 123 9
179 69 4
6 94 5
145 176 7
4 32 4
31 39 7
40 143 8
159 87 7
166 61 2
14 197 8
1 120 7
78 123 5
137 180 2
133 63 3
158 2 5
87 38 8
96 51 9
198 85 1
9 187 8
13 65 5
20 94 9
67 135 6
113 28 9
175 147 1
11 140 5
3 156 5
139 193 6
148 64 7
54 9 1
83 20 9
40 107 7
12 77 10
18 182 4
38 69 3
14 199 6
184 140 3
136 37 4
90 157 6
158 8 8
36 168 10
123 156 9
124 174 9
6 193 1
180 89 2
61 23 2
139 149 3
75 85 8
30 127 10
129 17 8
171 190 1
178 65 5
108 59 6
76 183 3
7 184 2
41 123 7
165 50 6
146 6 2
55 35 2
149 130 10
147 124 6
12 108 10
107 67 10
97 64 6
16 13 3
40 159 10
26 91 1
55 152 9
186 94 8
128 195 6
37 152 3
34 179 7
16 176 6
105 88 6
128 176 2
183 175 9
4 99 8
188 44 5
158 146 1
193 100 1
34 25 9
39 41 4
171 48 10
131 90 5
189 165 5
96 11 9
161 97 7
9 39 9
120 0 10
26 14 3
23 137 9
54 3 1
196 56 8
10 152 9
3 16 2
50 71 5
74 129 2
88 160 9
79 114 6
59 157 9
99 168 1
114 15 5
186 20 5
170 94 4
117 59 3
16 156 3
128 125 2
165 112 9
110 163 5
117 186 6
143 196 9
184 55 5
162 131 1
180 87 9
127 156 1
83 172 5
130 139 4
19 104 4
11 6 3
26 150 9
183 3 3
107 61 5
153 34 8
29 146 2
179 32 2
111 149 9
164 188 10
65 190 5
45 84 9
169 181 10
16 126 10
8 79 8
194 148 1
101 25 2
96 6 2
170 42 6
137 139 2
106 187 4
151 13 3
46 107 5
126 8 2
173 127 2
14 91 6
123 138 4
61 40 9
158 39 10
86 163 9
39 131 4
131 66 5
14 136 7
167 35 5
117 32 2
167 83 5
30 90 10
128 52 3
144 178 7
12 139 9
112 198 2
173 97 4
112 142 9
150 11 5
118 178 6
32 40 1
11 88 1
196 183 5
24 101 7
62 11 7
55 102 7
21 129 6
62 55 8
160 114 3
194 16 7
128 0 3
112 20 4
44 24 3
151 48 4
141 138 7
129 55 9
147 20 10
120 90 6
118 50 8
88 5 6
89 125 4
121 187 4
74 65 10
92 168 2
11 187 6
129 190 8
173 157 6
107 180 1
0 150 9
103 138 10
58 69 5
29 187 6
151 113 4
174 100 2
176 7 10
40 193 4
146 138 6
198 100 2
112 187 10
77 81 6
98 39 4
49 183 1
47 157 5
138 85 5
39 125 6
118 78 9
0 82 2
196 111 4
35 0 3
174 199 6
40 2 2
67 136 9
147 151 3
142 27 1
102 177 1
123 165 9
123 26 5
188 61 5
196 144 5
170 112 7
157 104 7
185 41 1
101 136 5
156 170 3
51 45 5
149 63 5
92 181 1
182 14 1
17 182 1
122 167 10
19 194 4
45 102 2
42 149 1
64 57 6
16 83 4
17 53 8
61 75 10
87 47 1
77 43 6
119 21 1
163 27 5
5 28 8
179 44 1
142 158 7
183 77 10
90 164 7
9 161 8
114 119 2
44 1 2
61 86 9
21 91 1
50 22 8
58 102 7
37 195 3
27 188 10
35 126 10
33 36 7
64 183 4
17 122 8
182 95 10
136 93 4
123 151 3
173 108 2
111 87 6
122 136 7
48 86 7
57 195 2
101 11 9
29 19 9
42 153 10
17 159 3
159 43 2
59 130 4
24 16 9
49 158 2
178 90 6
171 105 8
99 162 1
14 52 4
118 93 7
153 96 7
168 176 1
89 177 4
122 141 6
131 35 7
170 103 3
134 123 3
119 7 6
119 137 4
198 17 6
164 120 10
27 54 5
191 61 5
126 144 1
110 191 4
136 28 10
42 114 3
177 14 1
162 85 2
148 165 9
53 120 4
38 147 6
173 90 4
